Sentiment,Text
positive,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 ."
positive,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 ."
positive,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year ."
positive,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier ."
negative,Also construction expenses have gone up in Russia .
neutral,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor ."
neutral,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
negative,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .
negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ."
negative,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri"
negative,Salonen added that data shows producers ' pulp inventories in North America are declining . '
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .
positive,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive ."
positive,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ."
positive,"As a result , the company currently anticipates net sales to increase and the operating result to be positive ."
positive,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news ."
positive,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said ."
positive,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts ."
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta ."
neutral,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register ."
positive,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ."
positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment ."
positive,"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur ."
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .
positive,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .
positive,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
positive,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 ."
positive,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 ."
positive,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year ."
positive,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 ."
positive,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .
positive,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 ."
positive,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 ."
positive,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 ."
positive,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier ."
positive,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .
positive,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process ."
neutral,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 ."
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak ."
positive,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month ."
positive,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 ."
positive,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros ."
negative,RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
negative,"At this growth rate , paying off the national debt will be extremely painful ."
negative,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .
negative,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses ."
negative,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem ."
positive,Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).
positive,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive ."
positive,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .
positive,Repeats sees 2008 EBITA above 18 pct of sales .
positive,` By separating side businesses we will be able to faster expand and develop Tapro retail network .
positive,"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo ."
neutral,"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive ."
positive,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
